ID,Company-path,Description,Price,Price 2,Currency,Discount percentage,Company,Type,Model,Processor Brand,Processor,RAM,Storage,GPU,Screen,Color,OS
https://barbechli.tn/product/0d46ee792005979dfc4cc64cb3a3d2ae,https://barbechli.tn/prefix/polls/assets/images/logos/logo-technopro_online.jpg,PC Portable Gigabyte G5 KF5 i5 13500H/24GB/1TB SSD/RTX4060 8GB/15.6'' 144Hz,3225,3185.0,DT,,Technopro,PC Portable,,,i5,,1TB SSD,RTX4060,,,
https://barbechli.tn/product/f56eb1cfbaa16891b3e52731caea1b91,https://barbechli.tn/prefix/polls/assets/images/logos/logo-technopro_online.jpg,Pc portable Dell Gaming G15 5530 / i7 13è Gén / 32 Go / RTX 3050 6G / Windows 11,3360,3499.0,DT,-4.0,Technopro,Pc portable,Dell Gaming G15 5530 / i7 13è Gén /,,i7,32 Go,32 Go,RTX 3050,,,Windows 11
https://barbechli.tn/product/81196f32eec8c3797fb32fb1113c5462,https://barbechli.tn/prefix/polls/assets/images/logos/logo-mytek.jpg,PC Portable LENOVO IdeaPad 1 15IJL7 Intel Celeron N4500 8 Go 256Go SSD - Gris,745,759.0,DT,-2.0,Mytek,PC Portable,LENOVO IdeaPad 1 15IJL7,Intel,Celeron N4500,8 Go,8 Go,,,Gris,
https://barbechli.tn/product/50f66928b216013fcf97ff80bea990b8,https://barbechli.tn/prefix/polls/assets/images/logos/logo-tunisianet.jpg,"Écran Gaming Cooler Master GA2711 27"" 2K QHD IPS / 100 Hz",499,,,,Tunisianet,Écran Gaming,,,,,,,"27""",,
https://barbechli.tn/product/e41b09238625ea561b6780ea40470e51,https://barbechli.tn/prefix/polls/assets/images/logos/logo-tech_store.jpg,PC PORTABLE LENOVO IDEAPAD GAMING 3 I5-11320H 8 GO RTX 3050 TI,2429,,,,Tech Store,PC PORTABLE,LENOVO IDEAPAD GAMING 3 I5-11320H,,I5,8 GO,8 GO,RTX 3050,,,
https://barbechli.tn/product/d02e258b1b9fca72da78a213a39fbd47,https://barbechli.tn/prefix/polls/assets/images/logos/logo-mediavision.jpg,Pc Portable LENOVO IdeaPad 3 Ryzen 7. - 8Go - 512Go SSD - Bleu,1469,,,,Mediavision,Pc Portable,LENOVO IdeaPad 3,Ryzen,Ryzen 7,8Go,8Go,,,Bleu,
https://barbechli.tn/product/f8fbd0b591fb9e528422546b03a3b7ad,https://barbechli.tn/prefix/polls/assets/images/logos/logo-electrotounes.jpg,ASUS VIVOBOOK 15 X1502VA | i7-13700H | 8GO | 512GO SSD | SILVER,1969,1989.0,DT,-1.0,Electrotounes,,,,i7,8GO,8GO,,,SILVER,
https://barbechli.tn/product/620501caba3dbc8332225db4c155c159,https://barbechli.tn/prefix/polls/assets/images/logos/logo-mediavision.jpg,Pc Portable MSI GF63 Thin 12UCX-682XFR - I5 12ème Gén. - 8Go - 512Go SSD,2003,,,,Mediavision,Pc Portable,MSI GF63 Thin 12UCX-682XFR - I5 12ème Gén. -,,I5,8Go,8Go,,,,
https://barbechli.tn/product/7b33a7c4b62779b8506ab37d55fb3991,https://barbechli.tn/prefix/polls/assets/images/logos/logo-mytek.jpg,PC Portable ASUS Vivobook 15 X1502VA i7 13è Gén 16Go 512Go SSD - Silver,2039,,,,Mytek,PC Portable,ASUS Vivobook 15 X1502VA i7 13è Gén,,i7,16Go,16Go,,,Silver,
https://barbechli.tn/product/7a8643693a41d4427e475a4076652c98,https://barbechli.tn/prefix/polls/assets/images/logos/logo-mytek.jpg,PC Portable ASUS Vivobook 15 X1502VA i5 13è Gén 12Go 512Go SSD - Bleu,1669,,,,Mytek,PC Portable,ASUS Vivobook 15 X1502VA i5 13è Gén,,i5,12Go,12Go,,,Bleu,
https://barbechli.tn/product/f81e795deaf8ece9c9da351f42d55bbd,https://barbechli.tn/prefix/polls/assets/images/logos/logo-mytek.jpg,PC Portable LENOVO IdeaPad Flex 5 14IAU7 i7 12è Gén 8Go 512G SSD,2679,,,,Mytek,PC Portable,LENOVO IdeaPad Flex 5 14IAU7 i7 12è Gén,,i7,8Go,8Go,,,,
https://barbechli.tn/product/5753343ffaaaaf20cba34f1bc794dc73,https://barbechli.tn/prefix/polls/assets/images/logos/logo-tunisianet.jpg,"Ecran Gaming Curved Redragon CORAL 27""QHD 2K / 180Hz / NOIR",629,599.0,DT,,Tunisianet,Ecran Gaming,,,,,,,"27""",NOIR,
https://barbechli.tn/product/5e5f4a7eb60cac83415dcded50b2d675,https://barbechli.tn/prefix/polls/assets/images/logos/logo-mytek.jpg,PC Portable LENOVO IdeaPad 1 15ALC7 AMD RYZEN 7 16Go 512G SSD - Gris,1569,,,,Mytek,PC Portable,LENOVO IdeaPad 1 15ALC7,AMD,,16Go,16Go,,,Gris,
https://barbechli.tn/product/55e58792d07f0f388fac8493bb65bdc2,https://barbechli.tn/prefix/polls/assets/images/logos/logo-mediavision.jpg,Pc Portable Asus Tuf Gaming FX506HF-HN014W i5 11ème Gén.- 8Go - 512Go SSD,2199,,,,Mediavision,Pc Portable,Asus Tuf Gaming FX506HF-HN014W i5 11ème Gén.-,N014,N014,8Go,8Go,,,,
https://barbechli.tn/product/b8f26062ecbd164a46ff46b65cd2314b,https://barbechli.tn/prefix/polls/assets/images/logos/logo-mytek.jpg,PC Portable LENOVO IdeaPad Flex 5 14IAU7 i7 12ème Gén 8Go 512Go SSD,2739,,,,Mytek,PC Portable,LENOVO IdeaPad Flex 5 14IAU7 i7 12ème Gén,,i7,8Go,8Go,,,,
https://barbechli.tn/product/1a70e32bbbe08275ac192d2c51a454e4,https://barbechli.tn/prefix/polls/assets/images/logos/logo-mytek.jpg,PC Portable ASUS Vivobook 15 X1502VA i5 13è Gén 24Go 512Go SSD - Bleu,1729,,,,Mytek,PC Portable,ASUS Vivobook 15 X1502VA i5 13è Gén,,i5,24Go,24Go,,,Bleu,
https://barbechli.tn/product/6b0016c10526ef874fb4aac7548f06ce,https://barbechli.tn/prefix/polls/assets/images/logos/logo-technopro_online.jpg,Pc Portable ASUS VivoBook 15 i5 13è Gén 8GO 512GO SSD - Silver,1579,1699.0,DT,-7.0,Technopro,Pc Portable,ASUS VivoBook 15 i5 13è Gén,,i5,8GO,8GO,,,Silver,
https://barbechli.tn/product/ba90de9490e55453f48dedac9fbcc172,https://barbechli.tn/prefix/polls/assets/images/logos/logo-technopro_online.jpg,Pc Portable Gamer LENOVO LOQ 15APH8 AMD RYZEN 7 16GO RTX 3050,2999,3249.0,DT,-8.0,Technopro,Pc Portable,Gamer LENOVO LOQ 15APH8,AMD,,16GO,16GO,RTX 3050,,,
https://barbechli.tn/product/52d18bd1b9ea5694345c5e99c4926b61,https://barbechli.tn/prefix/polls/assets/images/logos/logo-electrotounes.jpg,Lenovo IdeaPad Gaming 3 15IHU6 | Intel i5-11320H | RTX 3050 TI | 24 Go RAM |512Go SSD| NOIR,2509,,,,Electrotounes,,,Intel,i5,24 Go,24 Go,RTX 3050,,NOIR,
https://barbechli.tn/product/06e7f88b062bdf2222b5355d8414bc90,https://barbechli.tn/prefix/polls/assets/images/logos/logo-tunisianet.jpg,Pc Portable DELL Vostro 3520 / i3-1215U / 32 Go / 512 Go SSD / Noir,1189,1115.0,DT,,Tunisianet,Pc Portable,DELL Vostro 3520 / i3-1215U /,,i3,32 Go,32 Go,,,Noir,
https://barbechli.tn/product/3b26b9b68d8c57da440ab04b7b6e89c6,https://barbechli.tn/prefix/polls/assets/images/logos/logo-tech_store.jpg,PC PORTABLE MSI MODERN A11MU I5 11É GEN 8GO 512GB SSD,1499,,,,Tech Store,PC PORTABLE,MSI MODERN A11MU I5 11É GEN,,I5,8GO,8GO,,,,
https://barbechli.tn/product/1e2e74a78e500ca78ada2916719cca56,https://barbechli.tn/prefix/polls/assets/images/logos/logo-cyberinfo.jpg,PC PORTABLE GAMER DELL G15 5530 I7 13È GÉN 24GO RTX 3050,2999,,,,Cyberinfo,PC PORTABLE,GAMER DELL G15 5530 I7 13È GÉN,,I7,24GO,24GO,RTX 3050,,,
https://barbechli.tn/product/03f660b0e34a61c4d301baf1ecf8968f,https://barbechli.tn/prefix/polls/assets/images/logos/logo-mytek.jpg,Pc Portable DELL Vostro 3530 i7 13è Gén 32Go 512G SSD - Noir,2225,,,,Mytek,Pc Portable,DELL Vostro 3530 i7 13è Gén,,i7,32Go,32Go,,,Noir,
https://barbechli.tn/product/56d2e401b52f4848c504d35bdac97449,https://barbechli.tn/prefix/polls/assets/images/logos/logo-technopro_online.jpg,PC Portable Gamer MSI Thin 15 B13UCX / i7 13è Gén / 8Go / 512 SSD / RTX 2050,2509,,,,Technopro,PC Portable,Gamer MSI Thin 15 B13UCX / i7 13è Gén /,,i7,8Go,8Go,RTX 2050,,,
https://barbechli.tn/product/72c689056df63f6fb13f8b69d3d61c07,https://barbechli.tn/prefix/polls/assets/images/logos/logo-technopro_online.jpg,PC Portable Gamer LENOVO LOQ 15APH8 AMD RYZEN 7 24Go RTX 3050 - Gris,3085,,,,Technopro,PC Portable,Gamer LENOVO LOQ 15APH8,AMD,,24Go,24Go,RTX 3050,,Gris,
https://barbechli.tn/product/236c3a419d0eb86aac30016ab8a99db1,https://barbechli.tn/prefix/polls/assets/images/logos/logo-technopro_online.jpg,Pc portable Dell Gaming G15 5530 / i7 13è Gén / 24 Go / RTX 3050 6G / Windows 11,3279,3419.0,DT,-4.0,Technopro,Pc portable,Dell Gaming G15 5530 / i7 13è Gén /,,i7,24 Go,24 Go,RTX 3050,,,Windows 11
https://barbechli.tn/product/307ab6c7cc1c474ef7eb42efecf72413,https://barbechli.tn/prefix/polls/assets/images/logos/logo-technopro_online.jpg,Pc Portable Gamer LENOVO LOQ 15IRH8 I7 13È GÉN 16GO RTX 4050,3399,3899.0,DT,-13.0,Technopro,Pc Portable,Gamer LENOVO LOQ 15IRH8 I7 13È GÉN,,I7,16GO,16GO,RTX 4050,,,
https://barbechli.tn/product/f2aa7d03f1ec500639362233b87c66c6,https://barbechli.tn/prefix/polls/assets/images/logos/logo-tunisianet.jpg,Pc Portable DELL Vostro 3520 / i3-1215U / 8 Go / 512 Go SSD / Noir,1039,945.0,DT,,Tunisianet,Pc Portable,DELL Vostro 3520 / i3-1215U /,,i3,8 Go,8 Go,,,Noir,
https://barbechli.tn/product/686d65b7057401b68d8e26b4fe5c3160,https://barbechli.tn/prefix/polls/assets/images/logos/logo-mytek.jpg,PC Portable LENOVO IdeaPad 1 15IAU7 i5 12ème Gén 16Go 512Go SSD - Gris,1469,,,,Mytek,PC Portable,LENOVO IdeaPad 1 15IAU7 i5 12ème Gén,,i5,16Go,16Go,,,Gris,
https://barbechli.tn/product/7d3652b2e67b1993efc45305987d7464,https://barbechli.tn/prefix/polls/assets/images/logos/logo-mediavision.jpg,Pc Portable MSI GF63 Thin 12UDX-214XFR - I5 12ème Gén. - 16Go - 512Go SSD,2559,,,,Mediavision,Pc Portable,MSI GF63 Thin 12UDX-214XFR - I5 12ème Gén. -,,I5,16Go,16Go,,,,
https://barbechli.tn/product/9ea888b9cc511b20f3dcd9806bc060af,https://barbechli.tn/prefix/polls/assets/images/logos/logo-tunisianet.jpg,Pc Portable HP 15-fd0030nk / 16 Go / Windows 11 / Gris,839,859.0,DT,-2.0,Tunisianet,Pc Portable,HP 15-fd0030nk /,,,16 Go,16 Go,,,Gris,Windows 11
https://barbechli.tn/product/dba49d1f7075e2fd9ffe8dfe95168f8e,https://barbechli.tn/prefix/polls/assets/images/logos/logo-tunisianet.jpg,"Écran MSI Pro MP252 24.5"" Full HD IPS / 100 Hz / Noir",305,299.0,DT,,Tunisianet,,,,,,,,"5""",Noir,
https://barbechli.tn/product/1eaa8d23d8267a29e32f2112037a1429,https://barbechli.tn/prefix/polls/assets/images/logos/logo-tunisianet.jpg,Pc Portable Lenovo IdeaPad 1 15IGL7 / N4020 / 8 Go / 256 Go SSD / Bleu Avec Sacoche Offerte,699,719.0,DT,-3.0,Tunisianet,Pc Portable,Lenovo IdeaPad 1 15IGL7 /,N4020,N4020,8 Go,8 Go,,,Bleu,
https://barbechli.tn/product/36084c132e38428be70814b52af389e1,https://barbechli.tn/prefix/polls/assets/images/logos/logo-cyberinfo.jpg,PC PORTABLE GAMER HP VICTUS 15-FA1006NK I5-13420H 24 GO 512 GO SSD,2329,,,,Cyberinfo,PC PORTABLE,GAMER HP VICTUS 15-FA1006NK I5-13420H,,I5,24 GO,24 GO,,,,
https://barbechli.tn/product/1ee48331e774cb971d1bc264b8684a47,https://barbechli.tn/prefix/polls/assets/images/logos/logo-tunisianet.jpg,Pc Portable Lenovo IdeaPad 1 15IJL7 / Celeron N4500 / 8 Go / 256 Go SSD / Gris Avec SACOCHE Offert,699,719.0,DT,-3.0,Tunisianet,Pc Portable,Lenovo IdeaPad 1 15IJL7 /,Celeron,Celeron N4500,8 Go,8 Go,,,Gris,
https://barbechli.tn/product/46e6504af9e1713a147a16a1a77125a4,https://barbechli.tn/prefix/polls/assets/images/logos/logo-tunisianet.jpg,"Ecran Aiwa 22"" Full HD VA / 75 Hz",235,239.0,DT,-2.0,Tunisianet,Ecran,,,,,,,"22""",,
https://barbechli.tn/product/db6715e2cdd101bd81d64c7cccad45d5,https://barbechli.tn/prefix/polls/assets/images/logos/logo-tunisianet.jpg,Pc Portable HP 15-fd0297nk / N100 / 8 Go / 256 Go SSD / Noir,789,745.0,DT,,Tunisianet,Pc Portable,HP 15-fd0297nk /,N100,N100,8 Go,8 Go,,,Noir,
https://barbechli.tn/product/d98772eb6bfb041ae3bcb26fa0b75d8e,https://barbechli.tn/prefix/polls/assets/images/logos/logo-mediavision.jpg,PC Portable MSI Cyborg 15A12VE-462XFR i7 12ème Gén. - 16Go - 512Go SSD,2979,,,,Mediavision,PC Portable,MSI Cyborg 15A12VE-462XFR i7 12ème Gén. -,,i7,16Go,16Go,,,,
https://barbechli.tn/product/3a2968f242ebe110a3ad47510a970ba9,https://barbechli.tn/prefix/polls/assets/images/logos/logo-mediavision.jpg,Pc Portable ASUS Expertbook I7 11ème Gén. - 32 Go - 512Go SSD,2600,,,,Mediavision,Pc Portable,ASUS Expertbook I7 11ème Gén. -,,I7,32 Go,32 Go,,,,
https://barbechli.tn/product/007a400c039030b46bece7fe853958f4,https://barbechli.tn/prefix/polls/assets/images/logos/logo-mediavision.jpg,Pc Portable ACER Aspire 5 A515-56 - I5 11ème Gén.- 20Go - 1To SSD,1559,,,,Mediavision,Pc Portable,ACER Aspire 5 A515-56 - I5 11ème Gén.-,,I5,20Go,20Go,,,,
https://barbechli.tn/product/c3a2aa1471d19892eb492b86fbf50726,https://barbechli.tn/prefix/polls/assets/images/logos/logo-mediavision.jpg,Pc Portable LENOVO IdeaPad Flex 5 14IAU7 i5 12ème Gén. -8Go - 512Go SSD - Gris,2475,,,,Mediavision,Pc Portable,LENOVO IdeaPad Flex 5 14IAU7 i5 12ème Gén. -8Go -,,i5,8Go,8Go,,,Gris,
https://barbechli.tn/product/a7cea94d7670ead71a08f0f2345f5b13,https://barbechli.tn/prefix/polls/assets/images/logos/logo-mediavision.jpg,Pc Portable ASUS Vivobook 16 X1605PA-MB038W i5 11ème Gén.- 8Go - 512Go SSD,1459,,,,Mediavision,Pc Portable,ASUS Vivobook 16 X1605PA-MB038W i5 11ème Gén.-,,i5,8Go,8Go,,,,
https://barbechli.tn/product/861b816eb9100e02b5234fa6bf472e9a,https://barbechli.tn/prefix/polls/assets/images/logos/logo-mytek.jpg,PC Portable ASUS Vivobook 15 X1502VA i7 13è Gén 24Go 512Go SSD - Silver,2079,,,,Mytek,PC Portable,ASUS Vivobook 15 X1502VA i7 13è Gén,,i7,24Go,24Go,,,Silver,
https://barbechli.tn/product/5cf79e9dd596a77f57f5dda211c3e69a,https://barbechli.tn/prefix/polls/assets/images/logos/logo-mytek.jpg,Pc Portable DELL Vostro 3520 i3 12è Gén 24Go 512Go SSD - Noir,1139,,,,Mytek,Pc Portable,DELL Vostro 3520 i3 12è Gén,,i3,24Go,24Go,,,Noir,
https://barbechli.tn/product/aa819206eb331c53b1bf7b3fc7fdf41c,https://barbechli.tn/prefix/polls/assets/images/logos/logo-cyberinfo.jpg,PC PORTABLE GAMER GIGABYTE G5 KF I5 12È GÉN 16GO RTX 4060,2999,,,,Cyberinfo,PC PORTABLE,GAMER GIGABYTE G5 KF I5 12È GÉN,,I5,16GO,16GO,RTX 4060,,,
https://barbechli.tn/product/e2f1749849b6da21cd5820f03918e0a3,https://barbechli.tn/prefix/polls/assets/images/logos/logo-tech_store.jpg,PC PORTABLE LENOVO IDEAPAD 3 INTEL CELERON N4020 8GO 256GO SSD (81WQ00MWFG),699,,,,Tech Store,PC PORTABLE,LENOVO IDEAPAD 3,INTEL,N4020,8GO,8GO,,,,
https://barbechli.tn/product/696bc11fece831e0900183df93e84550,https://barbechli.tn/prefix/polls/assets/images/logos/logo-electrotounes.jpg,Lenovo IdeaPad Gaming 3 15IHU6 | Intel i5-11320H | RTX 3050 TI | 8 Go RAM |512Go SSD| NOIR,2279,,,,Electrotounes,,,Intel,i5,8 Go,8 Go,RTX 3050,,NOIR,
https://barbechli.tn/product/2efa70fe2116ccc4b8eacf10d7724256,https://barbechli.tn/prefix/polls/assets/images/logos/logo-tunisianet.jpg,Pc Portable HP 15-fd0298nk / N100 / 8 Go / 256 Go SSD / Noir,789,749.0,DT,,Tunisianet,Pc Portable,HP 15-fd0298nk /,N100,N100,8 Go,8 Go,,,Noir,
https://barbechli.tn/product/bc34783f35b27b848fee4b4c34ccb517,https://barbechli.tn/prefix/polls/assets/images/logos/logo-tunisianet.jpg,Pc Portable HP 15-fd0298nk / N100 / 8 Go / 256 Go SSD / Noir Avec Sacoche Offerte,799,785.0,DT,,Tunisianet,Pc Portable,HP 15-fd0298nk /,N100,N100,8 Go,8 Go,,,Noir,
https://barbechli.tn/product/4624df7435c1f8d4c9915321497961ee,https://barbechli.tn/prefix/polls/assets/images/logos/logo-tunisianet.jpg,Pc Portable HP 15-fd0298nk / N100 / 16 Go / 256 Go SSD / Noir,829,789.0,DT,,Tunisianet,Pc Portable,HP 15-fd0298nk /,N100,N100,16 Go,16 Go,,,Noir,
https://barbechli.tn/product/6a0eec6796149e738fdc2b32024f337c,https://barbechli.tn/prefix/polls/assets/images/logos/logo-mytek.jpg,PC Portable ASUS Vivobook 15 X1502VA i5 13è Gén 8Go 512Go SSD - Bleu,1649,,,,Mytek,PC Portable,ASUS Vivobook 15 X1502VA i5 13è Gén,,i5,8Go,8Go,,,Bleu,
https://barbechli.tn/product/5a11a0d4328b666879f58e0957c68891,https://barbechli.tn/prefix/polls/assets/images/logos/logo-tech_store.jpg,PC PORTABLE LENOVO IDEAPAD GAMING 3 CORE I5-11320H 8GO GTX1650,1999,,,,Tech Store,PC PORTABLE,LENOVO IDEAPAD GAMING 3 CORE I5-11320H,,I5,8GO,8GO,GTX1650,,,
https://barbechli.tn/product/3df1c1b830a466a3d63817a58c46b764,https://barbechli.tn/prefix/polls/assets/images/logos/logo-technopro_online.jpg,PC Portable Gamer MSI Thin 15 B13UCX / i7 13è Gén / 16Go / 512 SSD / RTX 2050,2569,,,,Technopro,PC Portable,Gamer MSI Thin 15 B13UCX / i7 13è Gén /,,i7,16Go,16Go,RTX 2050,,,
https://barbechli.tn/product/2c83cb68ff9a66eb38c100ec19cbb9ce,https://barbechli.tn/prefix/polls/assets/images/logos/logo-technopro_online.jpg,Pc portable Dell Latitude 3540 / i7 13é gén / 24 Go,2969,3099.0,DT,-4.0,Technopro,Pc portable,Dell Latitude 3540 / i7 13é gén /,,i7,24 Go,24 Go,,,,
https://barbechli.tn/product/c321a89c2e6fdaa70a1813385dc761c6,https://barbechli.tn/prefix/polls/assets/images/logos/logo-technopro_online.jpg,PC Portable Gamer LENOVO LOQ 15APH8 AMD RYZEN 7 32Go RTX 3050 - Gris,3165,,,,Technopro,PC Portable,Gamer LENOVO LOQ 15APH8,AMD,,32Go,32Go,RTX 3050,,Gris,
https://barbechli.tn/product/b2bb265322e07969674cc3a335dd9094,https://barbechli.tn/prefix/polls/assets/images/logos/logo-tunisianet.jpg,Pc Portable HP 15-fd0051nk / i3-N305 / 8 Go / 512 Go SSD / Gold,1149,1169.0,DT,-2.0,Tunisianet,Pc Portable,HP 15-fd0051nk / i3-N305 /,N305,i3,8 Go,8 Go,,,Gold,
https://barbechli.tn/product/ea796e580d0519b9237a6c7c5eabf204,https://barbechli.tn/prefix/polls/assets/images/logos/logo-mediavision.jpg,Pc Portable ASUS TUF A15 FA506NC-HN011W Ryzen 5.- 8Go - 512 Go SSD - RTX3050,2359,,,,Mediavision,Pc Portable,ASUS TUF A15 FA506NC-HN011W,N011,N011,8Go,8Go,RTX3050,,,
https://barbechli.tn/product/28ac43d896232c1de875886ac97bc5d9,https://barbechli.tn/prefix/polls/assets/images/logos/logo-tunisianet.jpg,"PC Portable Apple MacBook Air M1 13.3"" / 8 Go / 256 Go SSD / Gris sidéral",2999,3089.0,DT,-3.0,Tunisianet,PC Portable,Apple MacBook Air,Apple,M1,8 Go,8 Go,,"3""",Gris,
https://barbechli.tn/product/dcc64f927f4b557d33c9e6b3eebe6caa,https://barbechli.tn/prefix/polls/assets/images/logos/logo-tunisianet.jpg,Pc Portable Gigabyte G5 KF5 / i5 13ème Gén / 16 Go / RTX 4060 8G,3159,,,,Tunisianet,Pc Portable,Gigabyte G5 KF5 / i5 13ème Gén /,,i5,16 Go,16 Go,RTX 4060,,,
https://barbechli.tn/product/b9bcee8abae8ed0ba8a6c28e91bd8fc9,https://barbechli.tn/prefix/polls/assets/images/logos/logo-technopro_online.jpg,PC Portable Gigabyte G5 KF5 i5 13500H/32GB/1TB SSD/RTX4060 8GB/15.6'' 144Hz,3299,3259.0,DT,,Technopro,PC Portable,,,i5,,1TB SSD,RTX4060,,,
https://barbechli.tn/product/8ef1b5f3e502d3d57266b062098c754c,https://barbechli.tn/prefix/polls/assets/images/logos/logo-mediavision.jpg,Portable MSI Katana 17 B12UDXK-420XFR i7 12ème Gén. - 32Go - 512Go SSD,3099,,,,Mediavision,Portable,MSI Katana 17 B12UDXK-420XFR i7 12ème Gén. -,,i7,32Go,32Go,,,,
https://barbechli.tn/product/f6e9ea24fa870aa167efe6fa6ff2696c,https://barbechli.tn/prefix/polls/assets/images/logos/logo-mediavision.jpg,Pc Portable MSI GF63 Thin 12UDX-214XFR - I5 12ème Gén. - 8Go - 512Go SSD,2499,,,,Mediavision,Pc Portable,MSI GF63 Thin 12UDX-214XFR - I5 12ème Gén. -,,I5,8Go,8Go,,,,
https://barbechli.tn/product/2dc886739207b34a03dad87ebece063e,https://barbechli.tn/prefix/polls/assets/images/logos/logo-mytek.jpg,PC Portable LENOVO V15 G4 IRU i5 13è Gén 24Go 512Go SSD - Noir,1639,,,,Mytek,PC Portable,LENOVO V15 G4 IRU i5 13è Gén,,i5,24Go,24Go,,,Noir,
https://barbechli.tn/product/1393bf64cd17fc6cf6533a31a8438cdf,https://barbechli.tn/prefix/polls/assets/images/logos/logo-mytek.jpg,PC Portable HP 15-fd0080nk i5 13è Gén 16Go 512Go SSD - Noir,1895,,,,Mytek,PC Portable,HP 15-fd0080nk i5 13è Gén,,i5,16Go,16Go,,,Noir,
https://barbechli.tn/product/7282492c336894e8cbfac64a99f51286,https://barbechli.tn/prefix/polls/assets/images/logos/logo-mytek.jpg,PC Portable LENOVO IdeaPad 1 15IAU7 i5 12ème Gén 8Go 512Go SSD - Gris,1419,,,,Mytek,PC Portable,LENOVO IdeaPad 1 15IAU7 i5 12ème Gén,,i5,8Go,8Go,,,Gris,
https://barbechli.tn/product/d5a79b94899d21140f4efd37fdbd0ed5,https://barbechli.tn/prefix/polls/assets/images/logos/logo-mytek.jpg,PC Portable HP 15-fd0080nk i5 13è Gén 8Go 512Go SSD - Noir,1855,,,,Mytek,PC Portable,HP 15-fd0080nk i5 13è Gén,,i5,8Go,8Go,,,Noir,
https://barbechli.tn/product/a143ead985367e8529995bcdf953f61b,https://barbechli.tn/prefix/polls/assets/images/logos/logo-mytek.jpg,Pc Portable DELL Vostro 3520 i7 12ème Gén 24G 512G SSD,2039,,,,Mytek,Pc Portable,,,i7,,,,,,
https://barbechli.tn/product/3bd0233cacbd4864100660f4b745c495,https://barbechli.tn/prefix/polls/assets/images/logos/logo-mytek.jpg,PC Portable ASUS X515KA Intel Celeron N4500 16Go 256Go SSD - Silver,779,,,,Mytek,PC Portable,ASUS X515KA,Intel,Celeron N4500,16Go,16Go,,,Silver,
https://barbechli.tn/product/72b833c8b03c803f16de61d5d1513d9d,https://barbechli.tn/prefix/polls/assets/images/logos/logo-mytek.jpg,PC Portable LENOVO V15 G2 IJL Intel Celeron N4500 16G 256Go SSD - Noir,789,,,,Mytek,PC Portable,LENOVO V15 G2 IJL,Intel,Celeron N4500,256Go,256Go SSD,,,Noir,
https://barbechli.tn/product/6085894e6c9fadf1cc20db63abacb55b,https://barbechli.tn/prefix/polls/assets/images/logos/logo-mytek.jpg,Pc Portable DELL Vostro 3520 i7 12ème Gén 16G 512G SSD,1985,,,,Mytek,Pc Portable,,,i7,,,,,,
https://barbechli.tn/product/089225804877b0e70ec58abd4d6380a0,https://barbechli.tn/prefix/polls/assets/images/logos/logo-mytek.jpg,PC Portable LENOVO IdeaPad Slim 3 15IAH8 i5 12è Gén 16Go 512G SSD - Gris,1559,1609.0,DT,-3.0,Mytek,PC Portable,LENOVO IdeaPad Slim 3 15IAH8 i5 12è Gén,,i5,16Go,16Go,,,Gris,
https://barbechli.tn/product/e66a00b761c81fde171ad72e01a11c3a,https://barbechli.tn/prefix/polls/assets/images/logos/logo-mytek.jpg,PC Portable LENOVO ThinkBook 16 G7 IML Ultra 5 125U 8Go 512Go SSD - Gris,2169,,,,Mytek,PC Portable,LENOVO ThinkBook 16 G7 IML,Ultra 5,Ultra 5,8Go,8Go,,,Gris,
https://barbechli.tn/product/8b46665491a2197e0787bbb22553d208,https://barbechli.tn/prefix/polls/assets/images/logos/logo-technopro_online.jpg,PC Portable ASUS TUF Gaming F15 i7 13è Gén 16G RTX 4060 - Gris,3899,,,,Technopro,PC Portable,,,i7,,,RTX 4060,,Gris,
https://barbechli.tn/product/0e5782e02cb6c81cc5f3f18144b76bb4,https://barbechli.tn/prefix/polls/assets/images/logos/logo-tunisianet.jpg,"Ecran iiyama 28"" IPS 4K / 60HZ",1219,1245.0,DT,-2.0,Tunisianet,Ecran,,,,,,,"28""",,
https://barbechli.tn/product/ded1a91892647d2530f88a3e8a996fdc,https://barbechli.tn/prefix/polls/assets/images/logos/logo-tunisianet.jpg,Pc Portable DELL Inspiron 3535 / Ryzen 5 7520U / 8 Go / 512 GO / Windows 11 Pro,1229,1339.0,DT,-8.0,Tunisianet,Pc Portable,DELL Inspiron 3535 /,Ryzen,Ryzen 5,8 Go,8 Go,,,,Windows 11
https://barbechli.tn/product/65e3aa99d8297cb56ec444be7e4f2775,https://barbechli.tn/prefix/polls/assets/images/logos/logo-mytek.jpg,PC Portable LENOVO IdeaPad 1 15IAU7 i5 12è Gén 8Go 512Go SSD - Bleu,1419,,,,Mytek,PC Portable,LENOVO IdeaPad 1 15IAU7 i5 12è Gén,,i5,8Go,8Go,,,Bleu,
https://barbechli.tn/product/04534418ffd88fda9d01074291e0f32b,https://barbechli.tn/prefix/polls/assets/images/logos/logo-mytek.jpg,PC Portable DELL Latitude 3540 i5 13ème Gén 24Go 512Go SSD - Gris,2235,,,,Mytek,PC Portable,DELL Latitude 3540 i5 13ème Gén,,i5,24Go,24Go,,,Gris,
